-224,-189,6839020008628949348
-224,-188,5964805193183250876
-224,-187,2898561018076121335
-224,-183,-847880983463953401
-224,-182,-8400175654256928456
-224,-181,2651346183271102531
-224,-161,8332321380077757234
-224,-160,-1623059724538775608
-224,-159,-651459801127213901
-224,-158,-6941657393954560939
-224,-157,3715389879806723361
-224,-156,-3194213604646034342
-224,-155,5534087749478251590
-224,-154,-3965886947908394329
-224,-153,4468826211521838165
-224,-152,-3799434914735330879
-224,-151,-6584290560229774741
-224,-150,-6429728060204124003
-224,-149,-3241529029102174103
-224,-148,-4062634642308056958
-224,-147,-4243253019240567510
-224,-146,2853847182155734391
-224,-145,-6948100125180436654
-224,-144,-346110191279419703
-224,-143,-2721916479743487333
-224,-142,-5171075649724397402
-224,-141,7758395993106708793
-224,-140,2621256677477975216
-224,-139,8846476493687244259
-224,-138,-7468735884961883008
-224,-137,-7579491069773915461
-224,-136,1873527918283904380
-224,-135,590045673436875794
-224,-107,5468111421621901701
-224,-106,7485410118995707156
-224,-105,-95891790445206537
-224,-104,-7409587405699350207
-224,-103,-4261795761350842765
-224,-102,8790961374992191067
-224,-101,2933300551635629505
-224,-100,2884207722807966395
-224,-99,-481157310773664572
-224,-98,179174739204058326
-224,-97,-5845662138025845770
-224,-96,-4994752751289774638
-224,-95,-9104563918977038838
-224,-94,5168829434240618101
-224,-93,-4603402784788051527
-224,-92,7897803634723685820
-224,-91,5295958787295216748
-224,-90,-6733554698258605737
-224,-89,3374401600144750621
-224,-88,5726131343335292513
-224,-87,2152828526278183438
-224,-86,4710712885846615355
-224,-85,3684165282747998640
-224,-84,5006021260345575667
-224,-83,-8575202253225807524
-224,-82,-1952615145921724774
-224,-81,-3861131218310578990
-224,-53,7366061272023440666
-224,-52,-3056335512268315289
-224,-51,8073335927758761633
-224,-50,-138699705755687157
-224,-42,5048511125045026358
-224,-41,-2063469141125921229
-224,-40,-5294204193495837687
-224,-39,8872599299004670675
-224,-38,-4411422863681272469
-224,-33,-3709898264765262949
-224,-32,1362525565741676222
-224,-31,2697542836809091247
-224,-30,6367142734333429488
-224,-29,1151272335216930590
-224,-18,-6117691421137437049
-224,-17,8410049552016440217
-224,-16,8099319295884269413
-224,-15,-6440743895086203351
-224,-14,4667888235559322782
-224,8,38228307010740456
-224,9,4670053088724809472
-224,10,9051800933611119658
-224,11,-4356398140977369740
-224,12,7625877448497406841
-224,13,-214930292803572828
-224,14,-3823729666691169652
-224,15,2824776976893938654
-224,16,-8027424377786924496
-224,23,3558282043305070802
-224,24,-598854429258298885
-224,25,8228464737083906849
-224,26,7378980454182130303
-224,27,1249677778113018405
-224,28,-229170014863452079
-224,29,-6112893723291289487
-224,30,6022737954266080439
-224,31,5274520832734382380
-224,32,-8000503266018129929
-224,33,3196218731787456510
-224,34,-3884689887123774291
-224,35,9022842148575649434
-224,36,-7835060321895418509
-224,37,-6804193753880045035
-224,38,2723897290616867671
-224,39,4913359767426262819
-224,40,-6359806541539632680
-224,41,-1173937647736244198
-224,42,4505006547678278747
-224,43,-1574677707646176439
-224,44,2487097033234487881
-224,45,-8582808160149510168
-224,46,-3126020183265948902
-224,47,8006134198959082890
-224,48,8773316611091524030
-224,49,4240888493573338999
-224,50,2722949467708253647
-224,51,1232294187412672065
-224,52,-6597079787035324011
-224,53,4943472106048111547
-224,54,181952853449529688
-224,55,-8234844524021041208
-224,56,-2419572587616709706
-224,57,-2802140606918591937
-224,58,3891605941920999655
-224,59,6394251584998995469
-224,60,9217085551766843472
-224,61,6215322839542182324
-224,62,2647144413633482966
-224,63,-6635172703106489537
-224,64,523982154051167419
-224,65,-7720125225253229451
-224,66,-3158994773030670672
-224,67,-3309787084301439680
-224,68,2594696209846302829
-224,69,73237900636286525
-224,70,1299955144147666056
-224,71,202874139140906123
-224,72,7127526708749396104
-224,73,3432742164372151139
-224,74,2398838955644473566
-224,75,6943251122721278813
-224,76,634636864697651394
-224,77,2240405424450794510
-224,78,-8650718684347669792
-224,79,-940764001583434841
-224,80,-1558445602437422899
-224,81,2378900377335318437
-224,82,3977829528718145637
-224,83,-4550003037294267626
-224,84,-2554256836927380343
-224,85,-5144820313625923109
-224,86,3919002561750300784
-224,87,4428435503847959886
-224,88,-6881239619411346931
-224,89,422617460514106065
-224,90,-7214607038501782878
-224,91,-529299933720284573
-224,92,-6680782603212374449
-224,93,-7540287209206532461
-224,94,2809667740070717604
-224,95,-3221908687473450089
-224,96,-1614854474800096519
-224,97,-2763872564179535504
-224,98,6395309575919283561
-224,99,-6733680078166807437
-224,100,-7911102333111094170
-224,119,8805773969540621283
-224,120,7525378487578432676
-224,121,-5952233551096330879
-224,122,3224748433882784028
-224,123,-8793269779282332069
-224,153,9196323920474433114
-224,154,8379549319429023955
-224,155,3607315396326083784
-224,156,7476821942571677973
-223,-213,-4079695353515081367
-223,-212,1632609123843689284
-223,-211,5548130791037635036
-223,-210,6992489864770716307
-223,-209,-8783880049593134305
-223,-208,3110142876170821115
-223,-207,6588038490701889278
-223,-206,2236244031200272936
-223,-205,-6065583202386072027
-223,-204,3410989128866185189
-223,-203,-1004388148832815217
-223,-202,-1640996819142349926
-223,-191,-8667052036494563176
-223,-190,3445759503190645841
-223,-189,-3254763995682051546
-223,-188,2632391316240633781
-223,-187,-5659780671055430876
-223,-186,-6026521084386491005
-223,-185,2472467271620152079
-223,-184,4379459841408152690
-223,-183,3769114260238413230
-223,-182,-1947415167792183889
-223,-181,-7794863835245382222
-223,-161,5817363128459663812
-223,-160,-8640415507940068089
-223,-159,3281347513224203608
-223,-158,2167629789341719395
-223,-157,9206421261291904312
